tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,Tipo,Municipio,tiempototal,an,mayor
9,29,27,2,20,6,3,24,93,2012,0
2,28,72,1,22,6,5,6,131,2010,0
14,5,86,9,23,6,1,11,143,2022,0
4,20,115,1,33,5,1,17,178,2020,0
15,8,84,8,17,8,2,12,140,2012,0
7,6,80,1,1,2,7,13,97,2022,0
7,46,127,10,38,9,6,18,237,2006,1
15,31,18,2,26,7,1,27,99,2008,0
10,12,26,8,25,9,2,18,90,2009,0
8,25,56,8,3,5,2,27,105,2012,0
4,6,58,9,23,8,2,8,108,2019,0
12,22,28,6,7,3,7,2,78,2008,0
8,11,78,3,17,8,6,14,125,2001,0
8,26,14,5,10,7,5,11,70,2010,0
9,43,72,5,37,5,5,10,171,2011,0
4,17,51,7,11,6,7,19,96,2016,0
6,13,49,2,34,7,5,11,111,2005,0
7,9,125,3,15,3,3,17,162,2012,1
2,22,21,10,36,1,4,1,92,2007,0
15,28,69,9,35,1,2,1,157,2002,0
4,19,12,10,22,6,3,23,73,2011,0
12,5,4,4,20,3,4,19,48,2006,0
10,23,114,9,31,9,7,8,196,2004,1
10,5,83,6,15,1,1,4,120,2014,0
6,38,27,4,24,9,5,12,108,2011,0
5,49,38,10,2,1,7,17,105,2015,0
6,10,21,9,14,6,3,3,66,2003,0
9,20,119,8,3,8,4,2,167,2003,1
9,29,136,6,32,9,2,7,221,2021,1
8,48,149,9,24,5,2,6,243,2018,1
15,38,81,7,26,4,7,1,171,2012,0
11,5,73,1,23,1,4,24,114,2020,0
5,19,142,7,31,1,5,18,205,2014,1
8,1,142,2,14,6,4,3,173,2012,1
14,46,58,4,23,7,1,19,152,2019,0
13,22,144,4,19,6,7,17,208,2013,1
5,49,105,5,13,9,2,9,186,2005,1
6,49,95,7,7,5,4,5,169,2012,1
11,12,55,10,26,8,5,17,122,2012,0
15,15,62,1,10,9,2,10,112,2015,0
10,40,68,1,16,9,3,14,144,2002,0
2,47,54,6,31,2,2,24,142,2015,0
9,34,11,3,13,5,6,9,75,2021,0
11,3,149,8,15,1,6,11,187,2022,1
15,9,123,7,33,5,2,11,192,2004,0
7,25,97,7,8,1,5,7,145,2014,0
4,33,34,6,34,6,1,17,117,2012,0
13,42,4,2,34,8,7,17,103,2002,0
4,45,43,10,37,9,1,18,148,2020,0
13,38,11,7,24,8,2,8,101,2003,0
6,5,37,8,25,2,3,8,83,2004,0
15,11,40,6,25,6,6,9,103,2002,0
2,11,35,4,35,9,7,16,96,2003,0
10,49,90,1,19,3,5,14,172,2011,0
14,31,88,8,14,4,7,23,159,2013,0
6,37,86,4,30,8,1,24,171,2018,1
2,39,4,8,13,3,6,5,69,2022,0
3,28,148,2,8,4,1,8,193,2011,1
10,30,119,2,11,3,6,24,175,2012,1
11,8,13,2,15,1,1,9,50,2020,0
10,21,12,5,28,7,3,9,83,2017,0
15,43,13,6,9,6,3,20,92,2017,0
9,1,123,4,1,2,5,6,140,2013,0
7,14,111,6,14,4,7,20,156,2020,0
8,32,26,8,39,2,2,1,115,2003,0
2,43,43,1,13,7,1,9,109,2016,0
11,33,47,9,19,6,3,17,125,2003,0
14,43,125,6,12,6,1,15,206,2007,1
9,32,80,7,24,2,2,19,154,2015,0
14,25,116,6,28,5,3,1,194,2009,1
4,23,36,9,35,3,6,4,110,2019,0
8,11,25,10,7,4,2,14,65,2016,0
6,1,108,2,1,8,6,17,126,2022,0
15,49,120,8,9,5,5,21,206,2022,1
11,29,100,9,27,9,3,21,185,2015,1
9,25,49,3,18,3,3,16,107,2021,0
13,18,81,5,11,8,7,6,136,2007,0
4,28,78,6,29,4,5,21,149,2017,0
8,31,129,10,10,4,7,14,192,2019,1
14,44,9,10,32,6,7,25,115,2015,0
10,15,78,8,3,3,4,17,117,2009,0
5,25,69,10,30,9,6,25,148,2009,0
5,22,1,8,12,6,6,13,54,2021,0
7,1,73,4,25,5,7,18,115,2007,0
2,5,14,10,22,1,7,9,54,2011,0
6,4,133,6,2,2,7,5,153,2015,0
13,49,129,5,33,2,2,22,231,2018,1
14,13,115,5,2,8,5,25,157,2018,1
6,8,117,7,16,7,2,17,161,2010,1
8,10,73,6,12,3,4,5,112,2018,0
7,48,105,10,12,5,6,5,187,2016,1
13,9,114,6,5,1,3,3,148,2021,0
1,35,95,9,21,7,6,4,168,2006,0
3,4,82,7,27,3,4,27,126,2006,0
1,49,49,10,6,6,4,22,121,2012,0
10,37,81,8,7,6,7,18,149,2004,1
6,24,127,7,29,7,4,24,200,2006,1
4,6,85,1,27,3,7,5,126,2012,0
8,38,149,10,3,8,6,5,216,2003,1
13,6,105,1,15,6,5,2,146,2001,0
5,5,108,8,39,2,7,4,167,2007,1
13,44,139,6,39,3,4,19,244,2021,1
9,46,129,10,37,2,2,7,233,2016,1
1,9,104,3,18,7,1,8,142,2018,0
5,37,117,8,6,2,1,1,175,2017,1
4,6,101,4,39,8,6,14,162,2011,0
2,25,22,8,21,1,1,2,79,2008,0
12,20,43,6,15,5,3,5,101,2010,0
3,34,64,4,1,5,1,9,111,2022,0
12,29,89,7,16,4,2,26,157,2002,1
10,24,127,5,11,5,4,25,182,2008,1
5,1,23,2,3,1,5,18,35,2008,0
7,32,58,2,6,9,7,15,114,2021,0
5,42,45,1,20,7,7,9,120,2018,0
12,13,59,5,14,3,5,12,106,2020,0
3,36,48,2,32,8,7,5,129,2003,0
6,48,120,9,3,4,7,17,190,2019,1
3,7,15,9,30,3,7,11,67,2016,0
13,26,51,1,8,1,6,26,100,2017,0
2,47,37,6,29,6,4,27,127,2014,0
12,44,31,10,15,4,1,14,116,2004,0
1,25,24,6,35,6,4,24,97,2013,0
10,15,121,4,5,9,6,27,164,2021,1
12,48,82,2,5,9,7,9,158,2002,0
7,18,25,10,30,2,5,23,92,2011,0
14,14,47,6,25,8,3,9,114,2001,0
8,20,10,3,30,7,3,21,78,2020,0
2,24,144,5,10,7,3,23,192,2021,1
10,3,30,4,39,3,7,17,89,2009,0
14,46,116,8,15,5,6,22,204,2007,1
13,48,139,7,5,2,5,1,214,2012,1
15,18,90,10,24,5,1,26,162,2012,1
7,15,55,2,10,4,1,25,93,2019,0
6,6,90,2,19,5,4,25,128,2016,0
3,47,40,8,9,7,5,23,114,2011,0
8,36,92,3,22,1,2,11,162,2014,0
7,27,61,2,15,6,7,7,118,2014,0
2,21,63,7,30,2,7,1,125,2015,0
14,28,148,1,28,3,3,1,222,2016,1
13,34,83,5,35,5,1,11,175,2007,0
3,13,17,5,12,2,7,11,52,2002,0
9,27,96,1,2,2,5,3,137,2005,0
11,17,143,6,31,8,1,6,216,2015,1
15,4,78,2,25,4,2,11,128,2004,0
15,30,26,1,17,1,2,12,90,2011,0
12,17,124,3,10,5,4,23,171,2001,1
7,21,50,6,32,3,1,5,119,2011,0
9,37,112,5,31,1,6,25,195,2021,1
14,1,33,4,17,6,5,18,75,2021,0
10,11,130,1,33,4,4,12,189,2018,1
11,25,49,9,9,8,7,27,111,2013,0
13,37,52,6,16,7,4,16,131,2008,0
12,32,147,9,3,5,7,2,208,2015,1
2,4,129,1,15,6,1,22,157,2007,0
1,19,2,10,18,7,1,15,57,2004,0
14,9,92,5,2,2,6,3,124,2009,0
9,6,8,10,13,4,5,7,50,2005,0
15,31,44,9,19,3,5,8,121,2012,0
5,15,83,9,8,9,2,16,129,2016,0
2,28,37,3,15,2,7,15,87,2010,0
6,15,69,10,10,3,5,11,113,2019,0
11,21,69,2,22,6,4,21,131,2009,0
3,15,84,10,12,8,5,4,132,2019,0
7,20,53,10,36,6,3,17,132,2001,0
8,9,133,9,2,7,6,6,168,2020,0
12,14,19,4,39,2,1,9,90,2006,0
11,22,12,5,15,5,6,1,70,2016,0
4,9,100,10,36,7,1,17,166,2009,0
13,16,63,5,15,8,6,15,120,2009,0
4,35,24,1,22,1,1,18,87,2003,0
14,4,37,4,26,4,3,11,89,2006,0
4,19,19,7,36,9,7,5,94,2005,0
12,14,101,7,15,2,5,26,151,2015,0
4,4,96,1,9,7,3,15,121,2018,0
14,10,134,3,23,9,6,11,193,2001,1
1,24,94,9,34,5,3,11,167,2010,0
8,5,26,4,3,5,4,1,51,2009,0
11,30,1,9,1,7,4,9,59,2006,0
1,24,13,3,9,5,4,1,55,2006,0
6,8,18,6,33,2,1,6,73,2005,0
6,3,74,8,22,8,7,8,121,2008,0
2,16,89,4,11,1,6,3,123,2013,0
3,13,60,10,38,2,5,14,126,2018,0
7,48,137,6,28,2,7,13,228,2009,1
14,12,80,2,2,2,7,11,112,2010,0
2,1,29,2,21,4,2,11,59,2011,0
7,36,111,2,33,3,5,16,192,2020,1
14,31,3,6,36,2,7,7,92,2005,0
6,47,137,2,22,8,4,24,222,2019,1
5,3,57,2,30,4,2,5,101,2010,0
7,41,29,4,25,4,4,18,110,2013,0
14,46,19,5,30,3,3,18,117,2002,0
6,37,116,3,3,4,2,2,169,2004,0
10,28,107,2,37,7,3,2,191,2021,1
6,22,47,6,36,6,7,8,123,2014,0
15,14,46,7,18,5,7,2,105,2022,0
1,11,133,6,6,1,7,5,158,2020,0
6,6,79,9,7,5,7,17,112,2011,0
5,14,90,9,3,1,4,23,122,2020,0
10,46,38,4,35,5,6,10,138,2008,0
2,17,71,10,32,2,1,24,134,2022,0
10,24,39,2,15,5,2,24,95,2022,0
2,2,110,7,24,3,5,3,148,2019,0
4,39,74,1,31,9,6,7,158,2001,0
1,4,77,7,10,1,5,7,100,2009,0
13,36,101,1,18,7,1,17,176,2012,0
12,21,60,7,38,6,5,11,144,2015,0
13,28,45,4,22,6,2,13,118,2006,0
8,4,13,4,39,5,6,8,73,2012,0
7,8,86,2,17,1,7,4,121,2012,0
3,6,125,1,2,6,7,19,143,2001,0
6,8,2,6,6,2,3,6,30,2017,0
2,37,66,7,23,1,4,1,136,2019,0
6,4,50,1,31,7,2,23,99,2006,0
12,32,135,6,38,2,5,20,225,2011,1
8,21,129,7,35,6,3,3,206,2016,1
1,28,35,8,37,3,2,17,112,2015,0
1,46,51,9,9,3,4,18,119,2004,0
2,37,74,6,15,2,6,4,136,2018,0
3,44,80,8,27,3,6,9,165,2002,0
8,43,107,7,21,7,1,22,193,2016,1
4,43,136,2,3,7,2,13,195,2015,1
7,42,21,3,29,5,3,16,107,2009,0
5,28,2,3,37,9,5,14,84,2012,0
13,46,17,9,37,1,3,13,123,2003,0
15,22,112,7,19,8,4,4,183,2020,1
14,21,13,8,23,1,3,2,80,2015,0
14,39,123,4,29,5,5,18,214,2019,1
7,36,63,3,16,6,2,14,131,2004,0
1,4,42,2,6,7,5,21,62,2020,0
10,41,120,8,25,4,1,5,208,2018,1
7,44,105,10,24,8,6,17,198,2006,1
11,36,32,10,38,6,7,19,133,2005,0
6,38,57,2,2,2,7,15,107,2001,0
7,49,22,5,4,2,3,4,89,2017,0
1,16,39,10,34,6,2,3,106,2006,0
7,28,43,10,12,3,5,3,103,2019,0
6,36,123,1,3,5,5,22,174,2020,0
10,1,85,9,23,6,7,10,134,2013,0
14,45,79,8,24,5,1,11,175,2014,0
1,33,40,1,29,6,7,1,110,2014,0
7,34,138,4,7,8,5,20,198,2019,1
1,35,130,5,22,9,2,18,202,2006,1
5,32,113,7,13,4,1,12,174,2005,1
4,40,37,6,22,7,4,14,116,2005,0
7,17,68,8,13,1,2,27,114,2011,0
2,3,106,5,19,4,6,21,139,2002,0
10,30,132,8,31,3,7,10,214,2001,1
13,13,107,5,16,1,1,18,155,2011,0
11,27,111,10,1,7,6,2,167,2013,1
7,4,3,5,21,6,6,10,46,2020,0
11,16,4,5,27,7,7,11,70,2011,0
15,26,68,2,3,2,1,10,116,2013,0
10,11,31,7,17,7,4,14,83,2009,0
8,4,101,4,16,8,1,20,141,2007,0
6,12,32,8,29,4,3,24,91,2020,0
11,14,4,2,31,7,3,14,69,2019,0
3,34,67,8,38,6,4,7,156,2009,0
3,23,124,2,18,8,4,12,178,2006,1
11,42,42,7,28,9,3,13,139,2004,0
5,28,55,2,4,3,5,23,97,2004,0
1,46,1,8,5,6,3,4,67,2008,0
1,35,26,2,5,5,6,22,74,2009,0
4,35,89,10,19,5,5,2,162,2020,1
4,18,80,1,36,4,4,16,143,2011,0
1,31,67,9,36,1,3,23,145,2015,0
7,46,3,1,38,7,3,4,102,2007,0
2,43,51,5,7,1,5,17,109,2019,0
12,24,76,1,17,3,6,7,133,2022,0
3,39,126,3,34,1,7,11,206,2019,1
5,38,94,4,17,7,4,7,165,2016,1
14,34,125,7,33,4,5,15,217,2020,1
14,32,46,4,35,6,4,9,137,2009,0
15,10,49,2,12,1,2,19,89,2008,0
14,38,65,7,32,9,5,15,165,2010,1
8,34,46,4,32,6,3,27,130,2020,0
6,36,133,4,34,6,2,3,219,2001,1
3,13,107,2,12,4,1,11,141,2013,0
10,34,119,7,4,4,3,18,178,2007,1
7,19,32,3,35,9,1,21,105,2015,0
5,32,48,6,13,1,2,13,105,2010,0
10,21,103,10,16,3,6,3,163,2003,0
14,14,134,1,1,8,7,7,172,2011,1
14,30,28,8,7,4,5,3,91,2011,0
12,46,118,7,31,1,2,7,215,2008,1
8,10,83,7,31,6,3,15,145,2004,0
3,24,21,6,36,6,2,18,96,2015,0
3,6,15,9,33,3,2,18,69,2001,0
13,5,135,10,34,2,3,6,199,2017,1
7,2,129,8,16,3,7,16,165,2009,0
12,17,54,7,7,3,7,3,100,2001,0
9,24,144,10,4,6,2,13,197,2017,1
14,24,92,5,33,4,2,16,172,2006,1
6,36,57,1,27,4,3,8,131,2021,0
5,5,63,8,13,8,3,25,102,2007,0
3,38,66,9,35,2,7,10,153,2018,0
4,5,73,3,23,7,7,15,115,2011,0
6,32,46,8,31,4,5,17,127,2018,0
5,25,119,5,12,7,1,27,173,2014,0
9,22,23,3,18,9,4,19,84,2007,0
2,16,101,3,18,2,2,15,142,2008,0
4,47,147,5,17,9,7,3,229,2014,1
11,39,123,7,18,7,6,4,205,2009,1
14,30,103,9,39,8,1,14,203,2011,1
5,39,140,2,19,8,6,20,213,2020,1
14,26,132,3,14,5,6,12,194,2019,1
14,19,89,2,20,3,5,10,147,2018,0
1,23,91,7,37,9,7,9,168,2009,0
6,34,135,1,19,6,6,23,201,2007,1
10,25,3,9,21,1,6,14,69,2007,0
10,25,135,4,30,3,7,9,207,2001,1
13,42,144,7,17,2,5,1,225,2018,1
5,12,27,5,32,8,7,11,89,2018,0
9,20,54,1,2,5,7,5,91,2004,0
4,11,25,8,31,1,6,4,80,2012,0
5,48,91,7,3,9,4,16,163,2017,1
13,44,146,6,27,5,7,3,241,2007,1
7,16,65,1,14,4,4,1,107,2022,0
6,27,148,4,28,6,3,18,219,2002,1
5,23,150,5,3,6,6,1,192,2022,1
5,9,35,3,24,9,7,25,85,2004,0
9,46,9,2,18,8,5,17,92,2009,0
14,42,125,5,25,3,7,1,214,2012,1
7,46,33,5,36,9,4,12,136,2014,0
2,33,18,7,35,7,7,10,102,2013,0
15,44,118,7,39,3,5,5,226,2013,1
3,32,125,6,19,2,6,21,187,2013,1
7,45,115,7,34,9,1,6,217,2018,1
14,4,40,2,9,3,1,23,72,2017,0
14,22,34,9,31,1,6,9,111,2021,0
13,36,3,4,27,4,7,4,87,2018,0
7,14,63,7,31,4,4,24,126,2008,0
11,46,23,7,6,3,6,10,96,2019,0
7,24,42,8,30,4,4,5,115,2008,0
9,23,73,5,8,6,1,24,124,2001,0
10,42,13,3,5,3,2,5,76,2018,0
7,33,134,1,13,1,1,15,189,2003,1
15,41,87,9,14,3,4,1,169,2015,1
10,17,87,2,30,8,2,12,154,2021,1
15,20,122,7,9,7,4,27,180,2021,0
2,11,51,9,9,1,6,23,83,2010,0
7,28,36,9,34,8,4,25,122,2014,0
8,19,71,8,1,8,5,17,115,2009,0
15,33,2,10,11,5,7,12,76,2021,0
12,6,103,6,8,6,1,27,141,2002,0
10,17,98,4,2,4,5,18,135,2019,0
10,6,84,2,10,6,6,8,118,2004,0
14,23,146,10,4,2,3,12,199,2020,1
3,41,103,6,5,7,1,14,165,2020,0
4,17,11,5,2,6,3,13,45,2005,0
13,13,130,5,36,9,6,12,206,2017,1
1,38,89,4,33,2,4,25,167,2014,1
4,47,117,4,14,7,2,22,193,2008,1
2,32,5,4,27,7,3,24,77,2015,0
1,18,43,10,20,7,7,19,99,2012,0
10,16,11,6,24,1,6,2,68,2001,0
7,6,36,10,16,9,6,7,84,2001,0
11,24,82,4,2,5,2,7,128,2015,0
12,42,50,6,14,7,7,13,131,2011,0
4,45,115,6,37,7,7,12,214,2010,1
8,42,54,8,30,5,5,10,147,2001,0
11,23,112,4,7,2,3,13,159,2016,0
14,47,1,1,36,3,2,9,102,2010,0
8,27,11,4,25,9,4,6,84,2010,0
6,13,122,4,29,6,5,5,180,2020,0
12,13,115,8,26,1,4,22,175,2003,1
4,23,81,7,14,5,4,22,134,2001,0
1,23,37,1,15,8,2,5,85,2009,0
12,15,97,10,32,9,5,1,175,2021,0
10,33,48,4,7,2,2,12,104,2022,0
5,41,141,10,24,5,3,15,226,2011,1
1,3,105,4,7,4,1,22,124,2012,0
15,43,24,4,38,7,7,12,131,2021,0
5,18,33,1,10,1,4,6,68,2014,0
1,23,91,9,22,6,7,1,152,2009,0
2,11,127,5,37,6,1,27,188,2005,1
3,41,68,6,12,7,6,12,137,2002,0
4,38,142,3,35,8,1,1,230,2018,1
11,26,101,2,22,8,5,12,170,2013,1
8,49,150,3,25,3,7,24,238,2022,1
8,22,102,1,13,7,6,7,153,2010,0
14,20,1,10,35,2,6,4,82,2016,0
9,21,71,9,37,3,6,4,150,2014,1
7,1,126,2,13,1,4,11,150,2020,1
4,14,29,6,17,6,1,7,76,2004,0
12,33,33,6,9,4,7,7,97,2010,0
6,3,108,3,14,4,4,12,138,2005,0
3,38,92,8,2,7,5,10,150,2003,0
4,16,6,6,15,9,5,22,56,2021,0
3,4,54,5,12,3,5,23,81,2009,0
10,32,55,5,16,9,6,16,127,2015,0
8,37,98,6,35,3,3,1,187,2014,1
5,45,73,5,31,9,5,16,168,2021,0
9,39,45,7,3,9,2,8,112,2010,0
10,26,27,4,13,4,3,21,84,2005,0
5,34,88,9,33,4,5,4,173,2011,1
3,16,53,3,5,2,7,27,82,2018,0
10,23,63,4,14,4,4,13,118,2014,0
10,22,100,1,10,1,7,17,144,2012,0
2,37,70,3,20,2,5,20,134,2002,0
12,15,90,4,30,4,1,9,155,2017,0
11,2,69,6,16,7,6,19,111,2007,0
11,2,127,6,9,3,3,3,158,2022,1
4,32,80,10,37,8,2,13,171,2011,1
3,14,122,5,19,1,2,21,164,2021,0
9,6,65,1,37,8,1,25,126,2001,0
6,26,127,2,27,1,7,26,189,2015,0
14,46,22,8,4,3,6,5,97,2008,0
1,21,84,10,36,9,1,22,161,2022,0
14,26,39,8,30,2,7,17,119,2007,0
3,6,104,3,20,2,6,7,138,2001,0
1,22,69,1,16,4,4,18,113,2010,0
6,24,60,7,34,6,4,10,137,2010,0
2,32,26,9,6,9,4,23,84,2021,0
14,47,117,5,15,3,2,19,201,2022,1
11,6,67,6,26,3,5,25,119,2004,0
13,47,121,10,14,1,7,15,206,2007,1
6,11,46,4,27,2,1,10,96,2006,0
13,7,21,10,13,2,5,25,66,2005,0
6,38,63,9,32,4,5,2,152,2017,1
4,48,29,6,22,1,5,27,110,2012,0
12,26,29,10,39,6,2,8,122,2008,0
5,23,101,4,18,3,2,25,154,2010,0
3,37,16,5,20,7,2,21,88,2018,0
7,24,3,6,19,2,5,17,61,2022,0
13,35,99,3,20,6,2,1,176,2005,1
5,8,120,10,19,2,6,4,164,2009,1
6,17,116,7,34,1,3,22,181,2008,1
9,25,62,1,33,8,6,8,138,2012,0
6,13,48,3,13,7,5,27,90,2020,0
9,30,49,6,18,5,5,26,117,2010,0
9,15,45,4,1,7,4,12,81,2021,0
6,29,25,4,24,2,2,14,90,2017,0
6,41,25,2,26,1,2,19,101,2005,0
13,28,85,2,36,2,4,6,166,2019,1
7,21,124,3,33,6,1,2,194,2018,0
12,29,121,4,23,1,4,12,190,2005,1
12,34,65,10,4,5,2,2,130,2019,0
6,23,5,3,11,6,5,6,54,2016,0
11,19,105,4,30,5,1,3,174,2006,0
14,15,62,9,8,8,2,26,116,2016,0
7,15,5,3,33,6,7,3,69,2019,0
10,19,2,4,30,3,6,19,68,2009,0
1,43,91,5,34,9,4,7,183,2014,1
7,27,12,9,6,5,5,12,66,2013,0
14,38,32,3,10,8,5,26,105,2014,0
13,10,71,7,4,4,5,19,109,2003,0
9,49,120,10,34,2,1,19,224,2019,1
9,12,52,7,20,6,6,24,106,2020,0
14,37,119,6,16,8,3,2,200,2013,1
8,38,113,9,22,1,4,19,191,2009,1
7,1,12,10,10,6,2,2,46,2014,0
3,20,59,9,17,3,5,25,111,2007,0
7,37,126,1,8,2,3,25,181,2018,1
5,13,46,4,25,3,5,26,96,2005,0
14,43,13,1,6,3,6,17,80,2007,0
11,22,99,3,30,1,6,12,166,2017,1
5,12,22,7,12,6,1,23,64,2005,0
1,25,24,1,3,8,5,22,62,2009,0
10,35,54,3,11,7,3,16,120,2003,0
6,42,36,7,36,7,3,4,134,2017,0
8,9,43,9,8,8,6,24,85,2015,0
1,33,25,4,33,4,3,26,100,2019,0
12,34,55,1,7,7,6,16,116,2009,0
13,10,143,2,30,6,1,26,204,2008,1
7,29,65,8,29,9,5,20,147,2011,0
2,42,57,7,2,7,4,16,117,2003,0
13,21,135,2,15,9,3,9,195,2010,1
6,12,19,4,11,1,6,22,53,2007,0
12,29,112,7,24,4,2,21,188,2020,0
12,4,132,7,23,6,7,12,184,2019,1
12,31,116,3,39,9,5,20,210,2020,1
9,20,53,8,27,1,7,23,118,2005,0
14,9,24,3,31,2,3,16,83,2017,0
10,5,77,7,8,5,1,20,112,2009,0
7,39,65,5,32,2,3,17,150,2012,0
4,14,35,3,15,3,2,7,74,2016,0
2,11,89,9,28,9,6,10,148,2021,0
7,36,84,4,3,2,2,3,136,2011,0
2,20,131,9,26,8,4,20,196,2010,1
13,30,68,2,6,2,4,21,121,2009,0
11,2,58,3,1,7,3,11,82,2013,0
9,31,134,6,32,2,5,26,214,2007,1
12,38,8,3,15,7,4,5,83,2020,0
13,13,126,9,10,8,2,18,179,2012,1
6,40,101,7,35,5,2,9,194,2014,1
6,23,105,4,33,1,1,16,172,2003,1
14,30,87,6,30,5,5,20,172,2010,0
3,30,43,9,4,1,2,6,90,2015,0
15,25,3,2,25,9,7,27,79,2006,0
11,46,45,2,18,4,5,26,126,2010,0
9,13,95,9,35,9,5,10,170,2019,0
7,18,49,4,39,9,2,26,126,2017,0
13,23,98,5,17,9,3,24,165,2006,0
13,40,25,4,28,7,1,18,117,2003,0
14,42,108,4,16,5,3,22,189,2002,0
1,20,125,5,23,3,4,10,177,2004,1
11,46,22,9,7,1,3,8,96,2021,0
3,21,114,8,9,1,2,14,156,2007,0
9,29,60,7,28,5,7,25,138,2010,0
9,4,24,10,20,5,5,14,72,2007,0
7,34,69,2,24,1,4,21,137,2003,0
14,31,118,7,5,5,7,26,180,2006,0
2,16,52,10,28,9,3,14,117,2013,0
12,32,95,9,5,8,2,14,161,2014,1
12,23,125,4,38,4,4,8,206,2002,1
11,18,25,1,25,2,4,9,82,2019,0
2,6,101,7,18,8,5,26,142,2018,0
1,24,132,8,14,7,3,1,186,2017,0
9,13,128,2,26,2,6,3,180,2020,0
9,41,59,3,35,6,4,25,153,2004,0
9,6,110,8,25,4,4,16,162,2016,0
1,28,37,2,5,8,2,13,81,2009,0
9,31,78,4,31,2,6,11,155,2008,0
12,49,15,4,8,5,7,23,93,2008,0
2,13,33,8,34,5,4,14,95,2018,0
2,44,14,5,5,3,5,10,73,2008,0
3,46,145,4,14,8,6,5,220,2003,1
12,6,137,3,9,4,7,19,171,2009,0
15,44,70,10,13,5,2,18,157,2009,0
6,39,42,9,14,6,7,6,116,2014,0
6,42,150,1,19,2,3,10,220,2004,1
12,3,60,9,10,6,6,15,100,2021,0
13,26,95,9,10,4,2,20,157,2011,0
4,30,6,10,1,4,5,3,55,2007,0
12,41,62,5,17,6,3,24,143,2021,0
3,39,138,9,15,4,2,16,208,2021,1
11,7,127,1,5,3,1,9,154,2018,0
12,37,66,3,19,3,2,8,140,2011,0
4,39,136,9,7,8,1,12,203,2008,1
1,39,29,3,21,6,2,23,99,2013,0
6,31,61,5,21,3,6,21,127,2008,0
13,6,65,9,8,4,3,19,105,2014,0
6,3,15,3,25,6,4,9,58,2010,0
11,16,66,2,5,2,2,20,102,2013,0
5,1,25,1,3,4,3,6,39,2009,0
1,12,141,3,1,1,7,5,159,2006,0
4,16,148,5,35,6,3,16,214,2017,1
4,39,15,7,39,8,1,22,112,2017,0
7,45,66,7,17,7,3,12,149,2004,0
2,36,72,8,10,1,7,16,129,2004,0
2,37,131,4,16,5,4,6,195,2021,1
3,32,23,8,39,6,5,20,111,2010,0
11,13,121,7,22,6,5,3,180,2020,1
1,16,90,10,20,6,3,10,143,2013,0
11,5,9,9,21,5,1,19,60,2014,0
8,9,56,1,32,7,1,16,113,2022,0
8,21,44,2,28,6,6,3,109,2011,0
9,38,30,3,36,1,2,15,117,2011,0
14,18,83,8,5,1,5,23,129,2004,0
13,44,43,10,15,3,4,27,128,2012,0
12,21,133,8,5,9,4,18,188,2011,1
15,17,2,8,9,9,7,22,60,2013,0
2,16,98,8,4,3,6,20,131,2019,0
6,44,74,5,15,8,4,19,152,2007,0
3,16,32,3,6,7,6,4,67,2021,0
9,5,62,1,35,2,6,18,114,2014,0
8,8,121,9,2,6,7,10,154,2016,0
5,45,67,6,1,1,1,25,125,2008,0
5,18,40,4,11,2,5,14,80,2014,0
2,14,51,7,3,8,7,11,85,2015,0
6,13,139,1,5,4,4,3,168,2019,0
5,32,68,10,20,9,3,8,144,2008,0
5,33,103,5,11,6,5,10,163,2006,1
13,5,98,10,7,6,5,7,139,2021,0
5,8,107,4,16,3,5,18,143,2009,0
3,48,67,6,31,6,6,7,161,2004,1
9,45,23,10,11,2,3,8,100,2001,0
1,38,71,8,5,6,2,26,129,2005,0
15,31,128,2,28,3,2,27,207,2012,1
5,13,33,7,20,2,7,23,80,2008,0
12,22,73,1,2,3,7,16,113,2016,0
12,46,79,6,33,6,3,3,182,2022,0
11,10,75,1,36,4,2,15,137,2014,0
5,36,90,10,19,8,6,3,168,2003,0
4,5,139,9,28,7,3,7,192,2020,1
7,40,73,5,8,4,6,9,137,2007,0
2,47,31,4,38,8,3,14,130,2009,0
7,29,133,3,8,3,4,21,183,2020,1
14,29,62,1,30,6,6,18,142,2016,0
11,36,68,3,18,9,4,20,145,2012,0
15,7,37,6,6,1,4,27,72,2005,0
2,2,97,1,2,3,6,27,107,2013,0
12,11,7,1,33,9,5,27,73,2006,0
6,43,105,1,32,2,4,6,189,2019,0
10,15,11,7,14,8,3,11,65,2019,0
12,16,149,2,10,6,6,25,195,2009,1
6,47,96,5,10,3,2,25,167,2019,1
2,20,13,3,30,3,5,16,71,2013,0
13,30,60,7,22,4,5,9,136,2018,0
12,34,52,9,38,2,5,27,147,2017,0
14,21,73,6,17,1,7,21,132,2017,0
9,46,69,3,10,8,2,12,145,2020,0
13,49,59,8,37,7,3,9,173,2021,1
3,37,71,2,1,5,1,12,119,2013,0
3,6,13,7,32,8,4,7,69,2001,0
6,5,6,9,10,2,7,6,38,2022,0
5,15,7,3,4,4,1,17,38,2006,0
4,3,145,2,12,8,6,8,174,2013,1
4,15,59,1,7,5,6,15,91,2009,0
15,33,76,10,27,8,3,11,169,2018,0
9,23,10,6,32,4,3,5,84,2008,0
15,27,8,1,7,8,2,25,66,2022,0
2,7,112,2,34,9,5,12,166,2018,0
15,14,104,7,12,7,3,12,159,2014,1
1,17,47,9,25,6,2,9,105,2012,0
